NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,X,Y, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10839,1020 PORTAGE ROAD,NIAGARA FALLS,NY,14301,1120,NIAGARA,36063,-79.0521,43.098932, , , , , , , , , , , , , , , , , , , , , , 
CVS - 577,2972 SAUNDERS SETTLEMENT ROAD,SANBORN,NY,14132,9448,NIAGARA,36063,-78.883547,43.142147, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3500,3636 RANSOMVILLE ROAD,RANSOMVILLE,NY,14131,9703,NIAGARA,36063,-78.910159,43.237902, , , , , , , , , , , , , , , , , , , , , , 
TARGET,7414 NIAGARA FALLS BOULEVARD,NIAGARA FALLS,NY,14304,1720,NIAGARA,36063,-78.979324,43.090208, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 12117,1066 PAYNE AVENUE,NORTH TONAWANDA,NY,14120,2720,NIAGARA,36063,-78.879076,43.051614, , , , , , , , , , , , , , , , , , , , , , 
KMART,810 PAUL ROAD,ROCHESTER,NY,14624,4421,MONROE,36055,-77.747164,43.108556, , , , , , , , , , , , , , , , , , , , , , 
TOPS,7200 NIAGARA FALLS BOULEVARD,NIAGARA FALLS,NY,14304,1716,NIAGARA,36063,-78.982443,43.090159, , , , , , , , , , , , , , , , , , , , , , 
COMMUNITY MEDICAL PHARMACY,918 MICHIGAN AVENUE,NIAGARA FALLS,NY,14305,2608,NIAGARA,36063,-79.05224,43.104797, , , , , , , , , , , , , , , , , , , , , , 
LOCKPORT APOTHECARY HEALTH MART PHARMACY,6606 LINCOLN AVENUE,LOCKPORT,NY,14094,6109,NIAGARA,36063,-78.667269,43.152577, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 1722,670 THURSTON ROAD,ROCHESTER,NY,14619,2151,MONROE,36055,-77.650598,43.131615, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3597,535 PORTLAND AVENUE,ROCHESTER,NY,14621,5117,MONROE,36055,-77.591458,43.175829, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 615,792 WEST MAIN STREET,ROCHESTER,NY,14611,2343,MONROE,36055,-77.634062,43.151008, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 621,804 NORTH GOODMAN STREET,ROCHESTER,NY,14609,4640,MONROE,36055,-77.578954,43.168956, , , , , , , , , , , , , , , , , , , , , , 
RED JACKET PHARMACY,113 SOUTH MAIN STREET,MANCHESTER,NY,14504, ,ONTARIO,36069,-77.229642,42.960913, , , , , , , , , , , , , , , , , , , , , , 
ELDERWOOD HEALTH CARE AT CRESTWOOD,2600 NIAGARA FALLS BOULEVARD,NIAGARA FALLS,NY,14304,4560,NIAGARA,36063,-78.907251,43.089666, , , , , , , , , , , , , , , , , , , , , , 
METRO HEALTH EAST PHARMACY,153 WEST COMMERCIAL STREET,EAST ROCHESTER,NY,14445,2151,MONROE,36055,-77.487061,43.113769, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 9992,1659 PENFIELD ROAD,ROCHESTER,NY,14625,2549,MONROE,36055,-77.492037,43.132312, , , , , , , , , , , , , , , , , , , , , , 
DRUG SHOPPE PHARMACY,416 KENMORE AVENUE,BUFFALO,NY,14223,2860,ERIE,36029,-78.835369,42.957965, , , , , , , , , , , , , , , , , , , , , , 
TOPS,1460 SOUTH PARK AVENUE,BUFFALO,NY,14220,1041,ERIE,36029,-78.830197,42.858548, , , , , , , , , , , , , , , , , , , , , , 
TOPS,2130 GRAND ISLAND BOULEVARD,GRAND ISLAND,NY,14072,2194,ERIE,36029,-78.963077,43.019589, , , , , , , , , , , , , , , , , , , , , , 
TOPS,6363 TRANSIT ROAD,DEPEW,NY,14043,1096,ERIE,36029,-78.694327,42.930661, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 12408,2970 NIAGARA FALLS BOULEVARD,AMHERST,NY,14228,2022,ERIE,36029,-78.823679,43.0353, , , , , , , , , , , , , , , , , , , , , , 
TARGET,4920 TRANSIT ROAD,DEPEW,NY,14043,4625,ERIE,36029,-78.698965,42.878873, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART SUPERCENTER - 2785,441 COMMERCE DRIVE,VICTOR,NY,14564, ,ONTARIO,36069,-77.436366,43.015944, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10809,4900 BROADWAY,DEPEW,NY,14043,3934,ERIE,36029,-78.693709,42.902139, , , , , , , , , , , , , , , , , , , , , , 
CHILDRENS HOME CARE PHARMACY,219 BRYANT STREET,BUFFALO,NY,14222,2006,ERIE,36029,-78.875024,42.909242, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 1674,3950 UNION ROAD,CHEEKTOWAGA,NY,14225,4252,ERIE,36029,-78.754709,42.921401, , , , , , , , , , , , , , , , , , , , , , 
CATHOLIC HEALTH INFUSION PHARMACY,6350 TRANSIT ROAD,DEPEW,NY,14043,1031,ERIE,36029,-78.698224,42.929238, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 1677,476 WILLIAM STREET,BUFFALO,NY,14206,1538,ERIE,36029,-78.853321,42.885617, , , , , , , , , , , , , , , , , , , , , , 
SOUTH SENECA PHARMACY,7115 NORTH MAIN STREET,OVID,NY,14521, ,SENECA,36099,-76.820648,42.679497, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 2448,1070 GENESEE STREET,BUFFALO,NY,14211,3007,ERIE,36029,-78.838548,42.903065,NY, , , , , , , , , , , , , , , , , , , , , 
UPSTATE HOMECARE,200 AIRPARK DRIVE,ROCHESTER,NY,14624,5716,MONROE,36055,-77.657885,43.115412, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3521,1410 DELAWARE AVENUE,BUFFALO,NY,14209,1111,ERIE,36029,-78.86771,42.922759, , , , , , , , , , , , , , , , , , , , , , 
METCARE RX,322 LAKE AVENUE,ROCHESTER,NY,14608,1017,MONROE,36055,-77.626928,43.171175, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 3267,2043 KENSINGTON AVENUE,AMHERST,NY,14226,4722,ERIE,36029,-78.782792,42.949945, , , , , , , , , , , , , , , , , , , , , , 
QUINLAN'S PHARMACY AND MEDICAL SUPPLY,107 NORTH MAIN STREET,WAYLAND,NY,14572,1033,STEUBEN,36101,-77.591949,42.56899, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10827,2585 MAIN STREET,BUFFALO,NY,14214,2023,ERIE,36029,-78.83965,42.938001, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10849,135 EAST UNION STREET,NEWARK,NY,14513,1503,WAYNE,36117,-77.093952,43.046436, , , , , , , , , , , , , , , , , , , , , , 
BUFFALO PHARMACIES,1479 KENSINGTON AVENUE,BUFFALO,NY,14215,1436,ERIE,36029,-78.801713,42.942554, , , , , , , , , , , , , , , , , , , , , , 
CVS - 5078,34 WEST MAIN STREET,SODUS,NY,14551,1118,WAYNE,36117,-77.06318,43.236795, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10831,8530 TRANSIT ROAD,AMHERST,NY,14221,2836,ERIE,36029,-78.697989,42.999412, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10851,1250 ROUTE 104,ONTARIO,NY,14519,8953,WAYNE,36117,-77.320192,43.225541, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 763,4220 DELAWARE AVENUE,TONAWANDA,NY,14150,6120,ERIE,36029,-78.875707,42.999206, , , , , , , , , , , , , , , , , , , , , , 
SINCLAIR PHARMACY,75 NORTH MAIN STREET,WARSAW,NY,14569,1343,WYOMING,36121,-78.132863,42.741456, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10821,47 NIAGARA STREET,TONAWANDA,NY,14150,1105,ERIE,36029,-78.879688,43.020157, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 782,128 NORTH CENTER STREET,PERRY,NY,14530,9701,WYOMING,36121,-78.004899,42.72651, , , , , , , , , , , , , , , , , , , , , , 
TOPS - 566,321 LIBERTY STREET,PENN YAN,NY,14527,1117,YATES,36123,-77.05648,42.662173, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10822,2330 NIAGARA FALLS BOULEVARD,TONAWANDA,NY,14150,4759,ERIE,36029,-78.82293,43.017453, , , , , , , , , , , , , , , , , , , , , , 
WYOMING REXALL DRUG,91 NORTH MAIN STREET,WARSAW,NY,14569,1343,WYOMING,36121,-78.132892,42.741754, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,675 ALBERTA DRIVE,AMHERST,NY,14226,1140,ERIE,36029,-78.815928,42.989481, , , , , , , , , , , , , , , , , , , , , , 
WAYNE-CLIFTON PHARMACY,4 COULTER ROAD,CLIFTON SPRINGS,NY,14432,1122,ONTARIO,36069,-77.136306,42.959812, , , , , , , , , , , , , , , , , , , , , , 
MILLERS PHARMACY,6181 STATE ROUTE 96,FARMINGTON,NY,14425,1004,ONTARIO,36069,-77.362478,42.973092, , , , , , , , , , , , , , , , , , , , , , 
MEAD SQUARE PHARMACY,53 WEST MAIN STREET,VICTOR,NY,14564,1106,ONTARIO,36069,-77.411894,42.982448, , , , , , , , , , , , , , , , , , , , , , 
2121 MAIN STREET PHARMACY,247 CAYUGA ROAD,CHEEKTOWAGA,NY,14225,1900,ERIE,36029,-78.743506,42.935035, , , , , , , , , , , , , , , , , , , , , , 
FAIRPORT BAPTIST HOMES,4646 NINE MILE POINT ROAD,FAIRPORT,NY,14450,1163,MONROE,36055,-77.441183,43.109428, , , , , , , , , , , , , , , , , , , , , , 
12 CORNERS APOTHECARY,1832 MONROE AVENUE,ROCHESTER,NY,14618,1922,MONROE,36055,-77.56621,43.128214, , , , , , , , , , , , , , , , , , , , , , 
CVS - 762,2000 KENSINGTON AVENUE,AMHERST,NY,14226,4611,ERIE,36029,-78.785188,42.949881, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 665,1422 SOUTH MAIN STREET,MEDINA,NY,14103,9779,ORLEANS,36073,-78.388202,43.207682, , , , , , , , , , , , , , , , , , , , , , 
TOPS,425 NIAGARA STREET,BUFFALO,NY,14201,1888,ERIE,36029,-78.886529,42.896293, , , , , , , , , , , , , , , , , , , , , , 
HENDERSON'S DRUG STORE,126 MAIN STREET,PENN YAN,NY,14527,1219,YATES,36123,-77.054425,42.661561, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10754,1963 ROUTE 5 AND 20,WATERLOO,NY,13165, ,SENECA,36099,-76.834523,42.904339, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 9939,709 WEST UNION STREET,NEWARK,NY,14513,1357,WAYNE,36117,-77.11257,43.047255, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 2756,35 FORGHAM STREET,LYONS,NY,14489,1327,WAYNE,36117,-76.995997,43.059199, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,800 WEST MILLER STREET,NEWARK,NY,14513,1354,WAYNE,36117,-77.113676,43.04516, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 2043,2348 ROUTE 19 NORTH,WARSAW,NY,14569,9356,WYOMING,36121,-78.12828,42.767265, , , , , , , , , , , , , , , , , , , , , , 
ATTICA CORRECTIONAL FACILITY,639 EXCHANGE STREET,ATTICA,NY,14011,9647,WYOMING,36121,-78.273927,42.849408, , , , , , , , , , , , , , , , , , , , , , 
OMNICARE,175 HUMBOLDT STREET,ROCHESTER,NY,14610,1060,MONROE,36055,-77.564459,43.153583, , , , , , , , , , , , , , , , , , , , , , 
DEXTER DRUGS CENTER,1453 JEFFERSON AVENUE,BUFFALO,NY,14208,1828,ERIE,36029,-78.853753,42.914737, , , , , , , , , , , , , , , , , , , , , , 
CVS - 618,4968 HARLEM ROAD,AMHERST,NY,14226,2560,ERIE,36029,-78.784976,42.977788, , , , , , , , , , , , , , , , , , , , , , 
SHOPPERS PRESCRIPTION CENTER,956 ABBOTT ROAD,BUFFALO,NY,14220,2426,ERIE,36029,-78.807309,42.838308, , , , , , , , , , , , , , , , , , , , , , 
TOPS,9660 TRANSIT ROAD,EAST AMHERST,NY,14051,1484,ERIE,36029,-78.699086,43.03282, , , , , , , , , , , , , , , , , , , , , , 
TOPS,1740 SHERIDAN DRIVE,BUFFALO,NY,14223,1210,ERIE,36029,-78.870681,42.982454, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10810,6939 ERIE ROAD,DERBY,NY,14047,9406,ERIE,36029,-78.988204,42.696776, , , , , , , , , , , , , , , , , , , , , , 
CVS - 282,1678 HERTEL AVENUE,BUFFALO,NY,14216,2902,ERIE,36029,-78.845971,42.947949, , , , , , , , , , , , , , , , , , , , , , 
CVS - 274,360 DINGENS STREET,BUFFALO,NY,14206,2319,ERIE,36029,-78.802467,42.878342, , , , , , , , , , , , , , , , , , , , , , 
CVS - 578,1231 FRENCH ROAD,DEPEW,NY,14043,4808,ERIE,36029,-78.706857,42.867041, , , , , , , , , , , , , , , , , , , , , , 
HILTON FAMILY PHARMACY,32 MAIN STREET,HILTON,NY,14468,1211,MONROE,36055,-77.792782,43.288267, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10844,300 MAIN STREET,EAST ROCHESTER,NY,14445,1717,MONROE,36055,-77.483883,43.11234, , , , , , , , , , , , , , , , , , , , , , 
LIFETIME HEALTH MEDICAL GROUP - MARION B FOLSOM HEALTH CENTER,1850 BRIGHTON HENRIETTA TOWN LINE ROAD,ROCHESTER,NY,14623,2532,MONROE,36055,-77.627702,43.094778, , , , , , , , , , , , , , , , , , , , , , 
TOPS,500 ELMRIDGE CENTER DRIVE,ROCHESTER,NY,14626,3463,MONROE,36055,-77.727805,43.216635, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 1827,2172 PENFIELD ROAD,PENFIELD,NY,14526,1736,MONROE,36055,-77.442187,43.131294, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,6660 FOURTH SECTION ROAD,BROCKPORT,NY,14420,2448,MONROE,36055,-77.947467,43.200491, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 10512,720 EAST RIDGE ROAD,ROCHESTER,NY,14621,1719,MONROE,36055,-77.599618,43.196693, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 10382,4366 BUFFALO ROAD,NORTH CHILI,NY,14514,1206,MONROE,36055,-77.804726,43.120696, , , , , , , , , , , , , , , , , , , , , , 
CVS - 466,685 PARK AVENUE,ROCHESTER,NY,14607,3017,MONROE,36055,-77.57744,43.147678, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10811,1166 CENTRAL AVENUE,DUNKIRK,NY,14048,3603,CHAUTAUQUA,36013,-79.33294,42.458071, , , , , , , , , , , , , , , , , , , , , , 
THE GENERAL APOTHECARY,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,3001,MONROE,36055,-77.586287,43.192411, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10866,2 SPENCERPORT ROAD,ROCHESTER,NY,14606,5206,MONROE,36055,-77.691687,43.165712, , , , , , , , , , , , , , , , , , , , , , 
ANTHONY L JORDAN HEALTH CENTER,82 HOLLAND STREET,ROCHESTER,NY,14605,2131,MONROE,36055,-77.602091,43.169459, , , , , , , , , , , , , , , , , , , , , , 
MONROE PHARMACY LIMITED LIABILITY COMPANY,2672 WEST RIDGE ROAD,ROCHESTER,NY,14626,3027,MONROE,36055,-77.699472,43.210884, , , , , , , , , , , , , , , , , , , , , , 
SARATOGA PHARMACY,192 LYELL AVENUE,ROCHESTER,NY,14608,1317,MONROE,36055,-77.629634,43.164852, , , , , , , , , , , , , , , , , , , , , , 
WARREN'S PHARMACY,595 JEFFERSON AVENUE,ROCHESTER,NY,14611,3555,MONROE,36055,-77.629494,43.143062, , , , , , , , , , , , , , , , , , , , , , 
CVS - 755,1900 SOUTH CLINTON AVENUE,ROCHESTER,NY,14618,5621,MONROE,36055,-77.592656,43.120219, , , , , , , , , , , , , , , , , , , , , , 
LIFETIME HEALTH MEDICAL GROUP,800 CARTER STREET,ROCHESTER,NY,14621,2604,MONROE,36055,-77.590962,43.192469, , , , , , , , , , , , , , , , , , , , , , 
SHERMAN PHARMACY,105 MAIN STREET,SHERMAN,NY,14781,9701,CHAUTAUQUA,36013,-79.595408,42.159609, , , , , , , , , , , , , , , , , , , , , , 
TOPS,1455 RIDGE ROAD EAST,ROCHESTER,NY,14621,2006,MONROE,36055,-77.577836,43.197451, , , , , , , , , , , , , , , , , , , , , , 
CVS - 831,935 RIDGE ROAD,WEBSTER,NY,14580,2553,MONROE,36055,-77.464463,43.207248, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 9585,430 SPENCERPORT ROAD,ROCHESTER,NY,14606,5219,MONROE,36055,-77.700573,43.170133, , , , , , , , , , , , , , , , , , , , , , 
CLINTON HEALTH MART PHARMACY,821 NORTH CLINTON AVENUE,ROCHESTER,NY,14605,1103,MONROE,36055,-77.613095,43.173567, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,3177 LATTA ROAD,ROCHESTER,NY,14612,3094,MONROE,36055,-77.699305,43.250817, , , , , , , , , , , , , , , , , , , , , , 
PETERSON DRUG HEALTH MART PHARMACY,2740 MAIN STREET,NEWFANE,NY,14108,1206,NIAGARA,36063,-78.708582,43.281848, , , , , , , , , , , , , , , , , , , , , , 
KMART,10 COBBLESTONE COURT DRIVE,VICTOR,NY,14564,1044,ONTARIO,36069,-77.437784,43.029807, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,3660 DEWEY AVENUE,ROCHESTER,NY,14616,3026,MONROE,36055,-77.645044,43.23748, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,3701 MOUNT READ BOULEVARD,ROCHESTER,NY,14616,3450,MONROE,36055,-77.660618,43.226172, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,2200 RIDGE ROAD EAST,ROCHESTER,NY,14622,2644,MONROE,36055,-77.558616,43.204905, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,300 HAMILTON STREET,GENEVA,NY,14456,2913,ONTARIO,36069,-76.996403,42.859823, , , , , , , , , , , , , , , , , , , , , , 
HENDERSON'S DRUG STORE,200 NORTH STREET,GENEVA,NY,14456,1561,ONTARIO,36069,-76.989316,42.876808, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,345 EASTERN BOULEVARD,CANANDAIGUA,NY,14424,2206,ONTARIO,36069,-77.255035,42.875597, , , , , , , , , , , , , , , , , , , , , , 
CANANDAIGUA VETERANS AFFAIRS MEDICAL CENTER,400 FORT HILL AVENUE,CANANDAIGUA,NY,14424,1159,ONTARIO,36069,-77.269039,42.901451, , , , , , , , , , , , , , , , , , , , , , 
TOPS,815 CANANDAIGUA ROAD,GENEVA,NY,14456,2003,ONTARIO,36069,-77.013157,42.853599, , , , , , , , , , , , , , , , , , , , , , 
ALBERTY DRUGS,81 MAIN STREET,BATAVIA,NY,14020,2101,GENESEE,36037,-78.183792,42.997297, , , , , , , , , , , , , , , , , , , , , , 
TARGET,4300 VETERANS MEMORIAL DRIVE,BATAVIA,NY,14020, ,GENESEE,36037,-78.201709,43.015412, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 1621,153 PROSPECT STREET,ATTICA,NY,14011,1149,GENESEE,36037,-78.277091,42.872136, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART SUPERCENTER - 2088,4133 VETERANS MEMORIAL DRIVE,BATAVIA,NY,14020,1274,GENESEE,36037,-78.208107,43.01368, , , , , , , , , , , , , , , , , , , , , , 
KMART,8363 LEWISTON ROAD,BATAVIA,NY,14020,1236,GENESEE,36037,-78.20684,43.009826, , , , , , , , , , , , , , , , , , , , , , 
WEGMANS,4287 GENESEE VALLEY PLAZA,GENESEO,NY,14454,9434,LIVINGSTON,36051,-77.783922,42.797153, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART SUPERCENTER - 1966,4235 VETERAN DRIVE,GENESEO,NY,14454,9433,LIVINGSTON,36051,-77.788416,42.802565, , , , , , , , , , , , , , , , , , , , , , 
VISITING NURSE ASSOCIATION OF WESTERN NEW YORK HOME CARE SERVICES,2100 WEHRLE DRIVE,WILLIAMSVILLE,NY,14221,7039,ERIE,36029,-78.715916,42.957142, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10843,170 EASTERN BOULEVARD,CANANDAIGUA,NY,14424,2218,ONTARIO,36069,-77.26267,42.878778, , , , , , , , , , , , , , , , , , , , , , 
THE MEDICINE SHOPPE PHARMACY,320 SOUTH TRANSIT STREET,LOCKPORT,NY,14094,4848,NIAGARA,36063,-78.695657,43.158694, , , , , , , , , , , , , , , , , , , , , , 
TOPS,3035 NIAGARA FALLS BOULEVARD,AMHERST,NY,14228,1600,ERIE,36029,-78.820943,43.036939, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4982,1640 HOPKINS ROAD,WILLIAMSVILLE,NY,14221,1752,ERIE,36029,-78.73855,43.024256, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 565,452 MAIN STREET,BUFFALO,NY,14202,3203,ERIE,36029,-78.874588,42.886381, , , , , , , , , , , , , , , , , , , , , , 
GRANT STREET HEALTH MART PHARMACY,85 GRANT STREET,BUFFALO,NY,14213,1906,ERIE,36029,-78.890302,42.916272, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10834,1454 UNION ROAD,WEST SENECA,NY,14224,2112,ERIE,36029,-78.754882,42.839971, , , , , , , , , , , , , , , , , , , , , , 
TARGET,1750 WALDEN AVENUE,CHEEKTOWAGA,NY,14225,4925,ERIE,36029,-78.772161,42.91138, , , , , , , , , , , , , , , , , , , , , , 
FILLMORE HEALTH MART PHARMACY,1408 FILLMORE AVENUE,BUFFALO,NY,14211,1229,ERIE,36029,-78.839304,42.912011, , , , , , , , , , , , , , , , , , , , , , 
KMART,1001 HERTEL AVENUE,BUFFALO,NY,14216,2614,ERIE,36029,-78.870633,42.946121, , , , , , , , , , , , , , , , , , , , , , 
KMART,2055 WALDEN AVENUE,CHEEKTOWAGA,NY,14225,5113,ERIE,36029,-78.76003,42.905709, , , , , , , , , , , , , , , , , , , , , , 
BUFFALO PHARMACIES INSTITUTIONAL,20 LAWRENCE BELL DRIVE,WILLIAMSVILLE,NY,14221,7074,ERIE,36029,-78.723822,42.953562, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 2405,5360 SOUTHWESTERN BOULEVARD,HAMBURG,NY,14075,3504,ERIE,36029,-78.871731,42.742915, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3411,60 CENTRAL AVENUE,LANCASTER,NY,14086,2115,ERIE,36029,-78.671159,42.902431, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 2586,100 THRUWAY PLAZA DRIVE,CHEEKTOWAGA,NY,14225,4940,ERIE,36029,-78.778285,42.905128, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART SUPERCENTER - 2355,5033 TRANSIT ROAD,BUFFALO,NY,14221,4132,ERIE,36029,-78.693748,42.983212, , , , , , , , , , , , , , , , , , , , , , 
TOPS,4777 TRANSIT ROAD,DEPEW,NY,14043,4772,ERIE,36029,-78.694189,42.868566, , , , , , , , , , , , , , , , , , , , , , 
TOPS,345 AMHERST STREET,BUFFALO,NY,14207,2809,ERIE,36029,-78.891405,42.936386, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10835,798 HARLEM ROAD,WEST SENECA,NY,14224,1008,ERIE,36029,-78.788022,42.865161, , , , , , , , , , , , , , , , , , , , , , 
CVS - 308,432 MAIN STREET,BUFFALO,NY,14202,3203,ERIE,36029,-78.874684,42.88602, , , , , , , , , , , , , , , , , , , , , , 
TOPS,65 GREY STREET,EAST AURORA,NY,14052,2126,ERIE,36029,-78.631929,42.767176, , , , , , , , , , , , , , , , , , , , , , 
TOPS,3201 SOUTHWESTERN BOULEVARD,ORCHARD PARK,NY,14127,1230,ERIE,36029,-78.747568,42.795805, , , , , , , , , , , , , , , , , , , , , , 
TOPS,5175 BROADWAY,DEPEW,NY,14043,4025,ERIE,36029,-78.683588,42.898813, , , , , , , , , , , , , , , , , , , , , , 
CVS - 747,3734 SOUTH PARK AVENUE,BLASDELL,NY,14219,1802,ERIE,36029,-78.822969,42.796721, , , , , , , , , , , , , , , , , , , , , , 
AVERYS HEALTH MART PHARMACY,10504 MAIN STREET,NORTH COLLINS,NY,14111, ,ERIE,36029,-78.941192,42.59579, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 497,350 NIAGARA STREET,BUFFALO,NY,14201,1833,ERIE,36029,-78.88568,42.893594, , , , , , , , , , , , , , , , , , , , , , 
ALLSCRIPT PHARMACY,173 HIGH STREET,BUFFALO,NY,14204,1152,ERIE,36029,-78.862873,42.900151, , , , , , , , , , , , , , , , , , , , , , 
CVS - 609,1625 ELMWOOD AVENUE,BUFFALO,NY,14207,3015,ERIE,36029,-78.878074,42.941071, , , , , , , , , , , , , , , , , , , , , , 
KENMORE RX CENTER,2890 ELMWOOD AVENUE,KENMORE,NY,14217,1325,ERIE,36029,-78.879247,42.976077, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10825,1625 BROADWAY STREET,BUFFALO,NY,14212,2042,ERIE,36029,-78.814772,42.896337, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10805,13090 BROADWAY STREET,ALDEN,NY,14004,1202,ERIE,36029,-78.500659,42.899245, , , , , , , , , , , , , , , , , , , , , , 
ELDERWOOD HEALTH CARE AT LAKEWOOD,5775 MAELOU DRIVE,HAMBURG,NY,14075,7419,ERIE,36029,-78.832735,42.731662, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 1079,3924 HARLEM ROAD,AMHERST,NY,14226,4704,ERIE,36029,-78.784543,42.950549, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 1816,845 ABBOTT ROAD,BUFFALO,NY,14220,2401,ERIE,36029,-78.808947,42.841315, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 107,654 COLVIN AVENUE,KENMORE,NY,14217,2825,ERIE,36029,-78.859169,42.95907, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10814,2545 MILLERSPORT HIGHWAY,GETZVILLE,NY,14068,1445,ERIE,36029,-78.766659,43.016527, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 3288,650 DELAWARE AVENUE,BUFFALO,NY,14202,1002,ERIE,36029,-78.873862,42.901781, , , , , , , , , , , , , , , , , , , , , , 
TARGET,2626 DELAWARE AVENUE,BUFFALO,NY,14216,1737,ERIE,36029,-78.874366,42.955446, , , , , , , , , , , , , , , , , , , , , , 
NIAGARA HEALTH MART PHARMACY,455 NIAGARA STREET,BUFFALO,NY,14201,1834,ERIE,36029,-78.887326,42.896493, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 1652,2315 WILLIAM STREET,BUFFALO,NY,14206,2526,ERIE,36029,-78.785204,42.88401, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 3290,1556 HERTEL AVENUE,BUFFALO,NY,14216,2806,ERIE,36029,-78.850865,42.94793, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 3859,4815 BROADWAY,DEPEW,NY,14043,3926,ERIE,36029,-78.696384,42.901233, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10813,8079 NORTH MAIN STREET,EDEN,NY,14057,1118,ERIE,36029,-78.885963,42.666016, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 5592,5275 TRANSIT ROAD,BUFFALO,NY,14221,2807,ERIE,36029,-78.696164,42.989841, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10826,291 WEST FERRY STREET,BUFFALO,NY,14213,1816,ERIE,36029,-78.890743,42.914497, , , , , , , , , , , , , , , , , , , , , , 
