,NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,X,Y
205,WYOMING REXALL DRUG,91 NORTH MAIN STREET,WARSAW,NY,14569,1343,WYOMING,36121,-78.132892,42.741754
206,WEGMANS,675 ALBERTA DRIVE,AMHERST,NY,14226,1140,ERIE,36029,-78.815928,42.989481
207,WAYNE-CLIFTON PHARMACY,4 COULTER ROAD,CLIFTON SPRINGS,NY,14432,1122,ONTARIO,36069,-77.136306,42.959812
208,MILLERS PHARMACY,6181 STATE ROUTE 96,FARMINGTON,NY,14425,1004,ONTARIO,36069,-77.362478,42.973092
209,MEAD SQUARE PHARMACY,53 WEST MAIN STREET,VICTOR,NY,14564,1106,ONTARIO,36069,-77.41189399999999,42.982448
210,2121 MAIN STREET PHARMACY,247 CAYUGA ROAD,CHEEKTOWAGA,NY,14225,1900,ERIE,36029,-78.74350600000001,42.935035
211,FAIRPORT BAPTIST HOMES,4646 NINE MILE POINT ROAD,FAIRPORT,NY,14450,1163,MONROE,36055,-77.441183,43.109428
212,12 CORNERS APOTHECARY,1832 MONROE AVENUE,ROCHESTER,NY,14618,1922,MONROE,36055,-77.56621,43.128214
213,CVS - 762,2000 KENSINGTON AVENUE,AMHERST,NY,14226,4611,ERIE,36029,-78.785188,42.949881
214,RITE AID - 665,1422 SOUTH MAIN STREET,MEDINA,NY,14103,9779,ORLEANS,36073,-78.388202,43.207682
215,TOPS,425 NIAGARA STREET,BUFFALO,NY,14201,1888,ERIE,36029,-78.88652900000001,42.896293
216,HENDERSON'S DRUG STORE,126 MAIN STREET,PENN YAN,NY,14527,1219,YATES,36123,-77.054425,42.661561
217,RITE AID - 10754,1963 ROUTE 5 AND 20,WATERLOO,NY,13165, ,SENECA,36099,-76.834523,42.904339
218,WALGREENS - 9939,709 WEST UNION STREET,NEWARK,NY,14513,1357,WAYNE,36117,-77.11256999999999,43.047255
219,RITE AID - 2756,35 FORGHAM STREET,LYONS,NY,14489,1327,WAYNE,36117,-76.995997,43.059199
220,WEGMANS,800 WEST MILLER STREET,NEWARK,NY,14513,1354,WAYNE,36117,-77.113676,43.045159999999996
221,WAL-MART - 2043,2348 ROUTE 19 NORTH,WARSAW,NY,14569,9356,WYOMING,36121,-78.12828,42.767265
222,ATTICA CORRECTIONAL FACILITY,639 EXCHANGE STREET,ATTICA,NY,14011,9647,WYOMING,36121,-78.273927,42.849408000000004
223,OMNICARE,175 HUMBOLDT STREET,ROCHESTER,NY,14610,1060,MONROE,36055,-77.564459,43.153583000000005
224,DEXTER DRUGS CENTER,1453 JEFFERSON AVENUE,BUFFALO,NY,14208,1828,ERIE,36029,-78.853753,42.914737
225,CVS - 618,4968 HARLEM ROAD,AMHERST,NY,14226,2560,ERIE,36029,-78.784976,42.977788000000004
226,SHOPPERS PRESCRIPTION CENTER,956 ABBOTT ROAD,BUFFALO,NY,14220,2426,ERIE,36029,-78.807309,42.838308000000005
227,TOPS,9660 TRANSIT ROAD,EAST AMHERST,NY,14051,1484,ERIE,36029,-78.699086,43.03282
228,TOPS,1740 SHERIDAN DRIVE,BUFFALO,NY,14223,1210,ERIE,36029,-78.870681,42.982454
229,RITE AID - 10810,6939 ERIE ROAD,DERBY,NY,14047,9406,ERIE,36029,-78.98820400000001,42.696776
230,CVS - 282,1678 HERTEL AVENUE,BUFFALO,NY,14216,2902,ERIE,36029,-78.84597099999999,42.947949
231,CVS - 274,360 DINGENS STREET,BUFFALO,NY,14206,2319,ERIE,36029,-78.80246700000001,42.878341999999996
232,CVS - 578,1231 FRENCH ROAD,DEPEW,NY,14043,4808,ERIE,36029,-78.706857,42.867041
233,HILTON FAMILY PHARMACY,32 MAIN STREET,HILTON,NY,14468,1211,MONROE,36055,-77.79278199999999,43.288267
234,RITE AID - 10844,300 MAIN STREET,EAST ROCHESTER,NY,14445,1717,MONROE,36055,-77.48388299999999,43.11234
235,LIFETIME HEALTH MEDICAL GROUP - MARION B FOLSOM HEALTH CENTER,1850 BRIGHTON HENRIETTA TOWN LINE ROAD,ROCHESTER,NY,14623,2532,MONROE,36055,-77.627702,43.094778000000005
236,TOPS,500 ELMRIDGE CENTER DRIVE,ROCHESTER,NY,14626,3463,MONROE,36055,-77.727805,43.216635
237,RITE AID - 1827,2172 PENFIELD ROAD,PENFIELD,NY,14526,1736,MONROE,36055,-77.442187,43.131294
238,WEGMANS,6660 FOURTH SECTION ROAD,BROCKPORT,NY,14420,2448,MONROE,36055,-77.947467,43.200491
239,WALGREENS - 10512,720 EAST RIDGE ROAD,ROCHESTER,NY,14621,1719,MONROE,36055,-77.599618,43.196692999999996
240,WALGREENS - 10382,4366 BUFFALO ROAD,NORTH CHILI,NY,14514,1206,MONROE,36055,-77.804726,43.120696
241,CVS - 466,685 PARK AVENUE,ROCHESTER,NY,14607,3017,MONROE,36055,-77.57744,43.147678000000006
242,RITE AID - 10811,1166 CENTRAL AVENUE,DUNKIRK,NY,14048,3603,CHAUTAUQUA,36013,-79.33294000000001,42.458071000000004
243,THE GENERAL APOTHECARY,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,3001,MONROE,36055,-77.586287,43.192411
244,RITE AID - 10866,2 SPENCERPORT ROAD,ROCHESTER,NY,14606,5206,MONROE,36055,-77.691687,43.165712
245,ANTHONY L JORDAN HEALTH CENTER,82 HOLLAND STREET,ROCHESTER,NY,14605,2131,MONROE,36055,-77.602091,43.169459
246,MONROE PHARMACY LIMITED LIABILITY COMPANY,2672 WEST RIDGE ROAD,ROCHESTER,NY,14626,3027,MONROE,36055,-77.699472,43.210884
247,SARATOGA PHARMACY,192 LYELL AVENUE,ROCHESTER,NY,14608,1317,MONROE,36055,-77.629634,43.164852
248,WARREN'S PHARMACY,595 JEFFERSON AVENUE,ROCHESTER,NY,14611,3555,MONROE,36055,-77.629494,43.143062
249,CVS - 755,1900 SOUTH CLINTON AVENUE,ROCHESTER,NY,14618,5621,MONROE,36055,-77.592656,43.120219
250,LIFETIME HEALTH MEDICAL GROUP,800 CARTER STREET,ROCHESTER,NY,14621,2604,MONROE,36055,-77.590962,43.192469
251,SHERMAN PHARMACY,105 MAIN STREET,SHERMAN,NY,14781,9701,CHAUTAUQUA,36013,-79.59540799999999,42.159609
252,TOPS,1455 RIDGE ROAD EAST,ROCHESTER,NY,14621,2006,MONROE,36055,-77.577836,43.197451
253,CVS - 831,935 RIDGE ROAD,WEBSTER,NY,14580,2553,MONROE,36055,-77.464463,43.207248
254,WALGREENS - 9585,430 SPENCERPORT ROAD,ROCHESTER,NY,14606,5219,MONROE,36055,-77.70057299999999,43.170133
255,CLINTON HEALTH MART PHARMACY,821 NORTH CLINTON AVENUE,ROCHESTER,NY,14605,1103,MONROE,36055,-77.613095,43.173567
256,WEGMANS,3177 LATTA ROAD,ROCHESTER,NY,14612,3094,MONROE,36055,-77.69930500000001,43.250817
257,PETERSON DRUG HEALTH MART PHARMACY,2740 MAIN STREET,NEWFANE,NY,14108,1206,NIAGARA,36063,-78.70858199999999,43.281848
258,KMART,10 COBBLESTONE COURT DRIVE,VICTOR,NY,14564,1044,ONTARIO,36069,-77.437784,43.029807
259,WEGMANS,3660 DEWEY AVENUE,ROCHESTER,NY,14616,3026,MONROE,36055,-77.645044,43.23748
260,WEGMANS,3701 MOUNT READ BOULEVARD,ROCHESTER,NY,14616,3450,MONROE,36055,-77.660618,43.226172
261,WEGMANS,2200 RIDGE ROAD EAST,ROCHESTER,NY,14622,2644,MONROE,36055,-77.558616,43.204905
262,WEGMANS,300 HAMILTON STREET,GENEVA,NY,14456,2913,ONTARIO,36069,-76.996403,42.859823
263,HENDERSON'S DRUG STORE,200 NORTH STREET,GENEVA,NY,14456,1561,ONTARIO,36069,-76.989316,42.876808000000004
264,WEGMANS,345 EASTERN BOULEVARD,CANANDAIGUA,NY,14424,2206,ONTARIO,36069,-77.25503499999999,42.875597
265,CANANDAIGUA VETERANS AFFAIRS MEDICAL CENTER,400 FORT HILL AVENUE,CANANDAIGUA,NY,14424,1159,ONTARIO,36069,-77.269039,42.901451
266,TOPS,815 CANANDAIGUA ROAD,GENEVA,NY,14456,2003,ONTARIO,36069,-77.01315699999999,42.853598999999996
267,ALBERTY DRUGS,81 MAIN STREET,BATAVIA,NY,14020,2101,GENESEE,36037,-78.18379200000001,42.997296999999996
268,TARGET,4300 VETERANS MEMORIAL DRIVE,BATAVIA,NY,14020, ,GENESEE,36037,-78.201709,43.015412
269,RITE AID - 1621,153 PROSPECT STREET,ATTICA,NY,14011,1149,GENESEE,36037,-78.277091,42.872136
270,WAL-MART SUPERCENTER - 2088,4133 VETERANS MEMORIAL DRIVE,BATAVIA,NY,14020,1274,GENESEE,36037,-78.208107,43.01368
271,KMART,8363 LEWISTON ROAD,BATAVIA,NY,14020,1236,GENESEE,36037,-78.20684,43.009826000000004
272,WEGMANS,4287 GENESEE VALLEY PLAZA,GENESEO,NY,14454,9434,LIVINGSTON,36051,-77.783922,42.797153
273,WAL-MART SUPERCENTER - 1966,4235 VETERAN DRIVE,GENESEO,NY,14454,9433,LIVINGSTON,36051,-77.788416,42.802565
274,VISITING NURSE ASSOCIATION OF WESTERN NEW YORK HOME CARE SERVICES,2100 WEHRLE DRIVE,WILLIAMSVILLE,NY,14221,7039,ERIE,36029,-78.715916,42.957142
275,RITE AID - 10843,170 EASTERN BOULEVARD,CANANDAIGUA,NY,14424,2218,ONTARIO,36069,-77.26267,42.878778000000004
276,THE MEDICINE SHOPPE PHARMACY,320 SOUTH TRANSIT STREET,LOCKPORT,NY,14094,4848,NIAGARA,36063,-78.695657,43.158694
277,TOPS,3035 NIAGARA FALLS BOULEVARD,AMHERST,NY,14228,1600,ERIE,36029,-78.820943,43.036939000000004
278,RITE AID - 4982,1640 HOPKINS ROAD,WILLIAMSVILLE,NY,14221,1752,ERIE,36029,-78.73855,43.024256
279,RITE AID - 565,452 MAIN STREET,BUFFALO,NY,14202,3203,ERIE,36029,-78.874588,42.886381
280,GRANT STREET HEALTH MART PHARMACY,85 GRANT STREET,BUFFALO,NY,14213,1906,ERIE,36029,-78.890302,42.916272
281,RITE AID - 10834,1454 UNION ROAD,WEST SENECA,NY,14224,2112,ERIE,36029,-78.754882,42.839971000000006
282,TARGET,1750 WALDEN AVENUE,CHEEKTOWAGA,NY,14225,4925,ERIE,36029,-78.772161,42.91138
283,FILLMORE HEALTH MART PHARMACY,1408 FILLMORE AVENUE,BUFFALO,NY,14211,1229,ERIE,36029,-78.839304,42.912011
284,KMART,1001 HERTEL AVENUE,BUFFALO,NY,14216,2614,ERIE,36029,-78.870633,42.946121000000005
285,KMART,2055 WALDEN AVENUE,CHEEKTOWAGA,NY,14225,5113,ERIE,36029,-78.76003,42.905709
286,BUFFALO PHARMACIES INSTITUTIONAL,20 LAWRENCE BELL DRIVE,WILLIAMSVILLE,NY,14221,7074,ERIE,36029,-78.723822,42.953562
287,WAL-MART - 2405,5360 SOUTHWESTERN BOULEVARD,HAMBURG,NY,14075,3504,ERIE,36029,-78.87173100000001,42.742915
288,RITE AID - 3411,60 CENTRAL AVENUE,LANCASTER,NY,14086,2115,ERIE,36029,-78.671159,42.902431
289,WAL-MART - 2586,100 THRUWAY PLAZA DRIVE,CHEEKTOWAGA,NY,14225,4940,ERIE,36029,-78.778285,42.905128000000005
290,WAL-MART SUPERCENTER - 2355,5033 TRANSIT ROAD,BUFFALO,NY,14221,4132,ERIE,36029,-78.693748,42.983212
291,TOPS,4777 TRANSIT ROAD,DEPEW,NY,14043,4772,ERIE,36029,-78.694189,42.868565999999994
292,TOPS,345 AMHERST STREET,BUFFALO,NY,14207,2809,ERIE,36029,-78.891405,42.936386
293,RITE AID - 10835,798 HARLEM ROAD,WEST SENECA,NY,14224,1008,ERIE,36029,-78.788022,42.865161
294,CVS - 308,432 MAIN STREET,BUFFALO,NY,14202,3203,ERIE,36029,-78.874684,42.88602
295,TOPS,65 GREY STREET,EAST AURORA,NY,14052,2126,ERIE,36029,-78.631929,42.767176
296,TOPS,3201 SOUTHWESTERN BOULEVARD,ORCHARD PARK,NY,14127,1230,ERIE,36029,-78.747568,42.795805
297,TOPS,5175 BROADWAY,DEPEW,NY,14043,4025,ERIE,36029,-78.683588,42.898813
298,CVS - 747,3734 SOUTH PARK AVENUE,BLASDELL,NY,14219,1802,ERIE,36029,-78.822969,42.796721000000005
299,AVERYS HEALTH MART PHARMACY,10504 MAIN STREET,NORTH COLLINS,NY,14111, ,ERIE,36029,-78.941192,42.59579
300,RITE AID - 497,350 NIAGARA STREET,BUFFALO,NY,14201,1833,ERIE,36029,-78.88568000000001,42.893594
301,ALLSCRIPT PHARMACY,173 HIGH STREET,BUFFALO,NY,14204,1152,ERIE,36029,-78.862873,42.900151
302,CVS - 609,1625 ELMWOOD AVENUE,BUFFALO,NY,14207,3015,ERIE,36029,-78.878074,42.941071
303,KENMORE RX CENTER,2890 ELMWOOD AVENUE,KENMORE,NY,14217,1325,ERIE,36029,-78.87924699999999,42.976077000000004
304,RITE AID - 10825,1625 BROADWAY STREET,BUFFALO,NY,14212,2042,ERIE,36029,-78.81477199999999,42.896337
305,RITE AID - 10805,13090 BROADWAY STREET,ALDEN,NY,14004,1202,ERIE,36029,-78.500659,42.899245
306,ELDERWOOD HEALTH CARE AT LAKEWOOD,5775 MAELOU DRIVE,HAMBURG,NY,14075,7419,ERIE,36029,-78.832735,42.731662
307,RITE AID - 1079,3924 HARLEM ROAD,AMHERST,NY,14226,4704,ERIE,36029,-78.784543,42.950549
308,RITE AID - 1816,845 ABBOTT ROAD,BUFFALO,NY,14220,2401,ERIE,36029,-78.808947,42.841315
309,RITE AID - 107,654 COLVIN AVENUE,KENMORE,NY,14217,2825,ERIE,36029,-78.859169,42.959070000000004
310,RITE AID - 10814,2545 MILLERSPORT HIGHWAY,GETZVILLE,NY,14068,1445,ERIE,36029,-78.76665899999999,43.016527
311,WALGREENS - 3288,650 DELAWARE AVENUE,BUFFALO,NY,14202,1002,ERIE,36029,-78.873862,42.901781
312,TARGET,2626 DELAWARE AVENUE,BUFFALO,NY,14216,1737,ERIE,36029,-78.87436600000001,42.955446
313,NIAGARA HEALTH MART PHARMACY,455 NIAGARA STREET,BUFFALO,NY,14201,1834,ERIE,36029,-78.887326,42.896493
314,RITE AID - 1652,2315 WILLIAM STREET,BUFFALO,NY,14206,2526,ERIE,36029,-78.78520400000001,42.884009999999996
315,WALGREENS - 3290,1556 HERTEL AVENUE,BUFFALO,NY,14216,2806,ERIE,36029,-78.850865,42.94793
316,WALGREENS - 3859,4815 BROADWAY,DEPEW,NY,14043,3926,ERIE,36029,-78.696384,42.901233000000005
317,RITE AID - 10813,8079 NORTH MAIN STREET,EDEN,NY,14057,1118,ERIE,36029,-78.885963,42.666016
318,WALGREENS - 5592,5275 TRANSIT ROAD,BUFFALO,NY,14221,2807,ERIE,36029,-78.696164,42.989841
319,RITE AID - 10826,291 WEST FERRY STREET,BUFFALO,NY,14213,1816,ERIE,36029,-78.890743,42.914497
320,IVYLEA PHARMACY,2446 ELMWOOD AVENUE,KENMORE,NY,14217,2244,ERIE,36029,-78.879152,42.963881
321,ELDERWOOD HEALTH CARE,225 BENNETT ROAD,CHEEKTOWAGA,NY,14227,1528,ERIE,36029,-78.746586,42.888616999999996
322,CURASCRIPT PHARMACY,3980 SHERIDAN DRIVE,AMHERST,NY,14226,1727,ERIE,36029,-78.786783,42.979453
323,RITE AID - 10829,4271 LAKE AVENUE,BLASDELL,NY,14219,1239,ERIE,36029,-78.819508,42.795441
324,TOPS,3980 MAPLE ROAD,AMHERST,NY,14226,1024,ERIE,36029,-78.81548599999999,42.992295
325,TOPS,1275 JEFFERSON AVENUE,BUFFALO,NY,14208,2126,ERIE,36029,-78.852664,42.909791999999996
326,TOPS,6150 SOUTH PARK AVENUE,HAMBURG,NY,14075,3810,ERIE,36029,-78.8239,42.727759999999996
327,RITE AID - 3856,2865 ELMWOOD AVENUE,KENMORE,NY,14217,1328,ERIE,36029,-78.878212,42.975747
328,WEGMANS,3135 NIAGARA FALLS BOULEVARD,AMHERST,NY,14228,1640,ERIE,36029,-78.820326,43.040447
329,KMART,349 ORCHARD PARK ROAD,WEST SENECA,NY,14224,2634,ERIE,36029,-78.784612,42.831788
330,LIFETIME HEALTH PHARMACY,899 MAIN STREET,BUFFALO,NY,14203,1109,ERIE,36029,-78.869928,42.898159
331,LIFETIME HEALTH PHARMACY,1185 SWEET HOME ROAD,AMHERST,NY,14226,1018,ERIE,36029,-78.799924,42.995062
332,WEGMANS,601 AMHERST STREET,BUFFALO,NY,14207,2901,ERIE,36029,-78.882351,42.938753999999996
333,KMART,1460 FRENCH ROAD,DEPEW,NY,14043,4879,ERIE,36029,-78.698406,42.869372
334,MARIAN MEDICAL PHARMACY INCORPORATED,515 ABBOTT ROAD,BUFFALO,NY,14220,1700,ERIE,36029,-78.814053,42.849073
335,RITE AID - 3194,5447 MAIN STREET,WILLIAMSVILLE,NY,14221,6647,ERIE,36029,-78.750283,42.961635
336,VASCUSCRIPT,2470 WALDEN AVENUE,CHEEKTOWAGA,NY,14225,4751,ERIE,36029,-78.74525,42.90869
337,RITE AID - 10828,2453 ELMWOOD AVENUE,KENMORE,NY,14217,2245,ERIE,36029,-78.87831899999999,42.964141
338,BUFFALO PHARMACIES COMPOUNDING,8750 TRANSIT ROAD,EAST AMHERST,NY,14051,2610,ERIE,36029,-78.697769,43.005501
339,RITE AID - 10841,6515 BROCKPORT SPENCERPORT ROAD,BROCKPORT,NY,14420,2666,MONROE,36055,-77.939374,43.197317
340,TOPS,5827 SOUTH TRANSIT ROAD,LOCKPORT,NY,14094,6317,NIAGARA,36063,-78.693871,43.141591
341,BRIGHTON PHARMACY INCORPORATED,935 BRIGHTON ROAD,TONAWANDA,NY,14150,8113,ERIE,36029,-78.838313,42.990655
342,AKRON PHARMACY,58 MAIN STREET,AKRON,NY,14001,1240,ERIE,36029,-78.50033499999999,43.020327
343,METCARE RX,462 GRIDER STREET,BUFFALO,NY,14215,3021,ERIE,36029,-78.831126,42.925137
344,RITE AID - 10840,10 EAST AVENUE,ALBION,NY,14411,1613,ORLEANS,36073,-78.19312,43.240565999999994
345,WAL-MART SUPERCENTER - 3607,13858 STATE ROUTE 31,ALBION,NY,14411,9362,ORLEANS,36073,-78.22600899999999,43.234175
346,KINNEY DRUGS,2085 ROUTE 5 AND 20,SENECA FALLS,NY,13148,8740,SENECA,36099,-76.82768,42.905334
347,CVS - 5009,226 LAKE STREET,PENN YAN,NY,14527,1811,YATES,36123,-77.056551,42.654638
348,HILL HAVEN,1550 EMPIRE BOULEVARD,WEBSTER,NY,14580,2104,MONROE,36055,-77.507812,43.180268
349,UNIVERSITY OF ROCHESTER MEDICAL CENTER’S DEPARTMENT OF PSYCHIATRY STRONG TIES COMMUNITY SUPPORT PROGRAM,2613 WEST HENRIETTA ROAD,ROCHESTER,NY,14623,2327,MONROE,36055,-77.632938,43.100046999999996
350,WAL-MART - 1705,1860 NORTH ROAD,WATERLOO,NY,13165, ,SENECA,36099,-76.84100000000001,42.907638
351,KINNEY DRUGS INC,20 FORGHAM ST,LYONS,NY,14489,1308,WAYNE,36117,-76.993505,43.060114
352,SOUTHGATE MEDICAL PHARMACY,1026 UNION ROAD,WEST SENECA,NY,14224,3449,ERIE,36029,-78.755027,42.827351
353,TOPS,355 ORCHARD PARK ROAD,WEST SENECA,NY,14224,2634,ERIE,36029,-78.783986,42.832803999999996
354,WHITSON PHARMACY,110 MAIN STREET,PHELPS,NY,14532,1017,ONTARIO,36069,-77.05789200000001,42.957952
355,RITE AID - 10865,125 WHITE SPRUCE BOULEVARD,ROCHESTER,NY,14623,1607,MONROE,36055,-77.617715,43.105065
356,RITE AID - 2767,609 EAST MAIN STREET,PALMYRA,NY,14522,1148,WAYNE,36117,-77.22195500000001,43.062983
357,WYOMING COUNTY COMMUNITY HEALTH SYSTEM,400 NORTH MAIN STREET,WARSAW,NY,14569,1025,WYOMING,36121,-78.131252,42.755072999999996
358,WAL-MART - 1813,6788 STATE ROUTE 31 EAST,NEWARK,NY,14513,9232,WAYNE,36117,-77.057612,43.051737
359,TOPS,7134 ROCHESTER ROAD,LOCKPORT,NY,14094,1626,NIAGARA,36063,-78.640716,43.181157
360,CVS - 1286,1215 ROUTE 31,MACEDON,NY,14502,9763,WAYNE,36117,-77.319177,43.065028999999996
361,THE PHARMACY SHOP AND COMPOUNDING CENTER,66 WEST AVENUE,CANANDAIGUA,NY,14424,1521,ONTARIO,36069,-77.284065,42.887382
362,RITE AID - 10868,1567 PENFIELD ROAD,ROCHESTER,NY,14625, ,MONROE,36055,-77.494141,43.131951
363,GARDEN GATE HEALTH CARE FACILITY,2365 UNION ROAD,CHEEKTOWAGA,NY,14227,2234,ERIE,36029,-78.752595,42.875820000000004
364,TOPS,2351 MAPLE ROAD,WILLIAMSVILLE,NY,14221,4038,ERIE,36029,-78.69957099999999,42.988085
365,WALGREENS HOME CARE,40 CENTRE DRIVE,ORCHARD PARK,NY,14127,4100,ERIE,36029,-78.768948,42.771889
366,MARTINS,6914 ERIE ROAD,DERBY,NY,14047,9665,ERIE,36029,-78.987858,42.698901
367,SAM'S CLUB - 8178,700 ELM RIDGE CENTER DRIVE,ROCHESTER,NY,14626,3465,MONROE,36055,-77.72978,43.216631
368,KMART,950 RIDGE ROAD,WEBSTER,NY,14580,2568,MONROE,36055,-77.465292,43.209333
369,STRONG MEMORIAL HOSPITAL-UNIVERSITY OF ROCHESTER LONG TERM CARE PHARMACY,5901 LAC DE VILLE BOULEVARD,ROCHESTER,NY,14618,5600,MONROE,36055,-77.594177,43.112548
370,"WAYNE LTC PHARMACY, INC",105 W MILLER ST,NEWARK,NY,14513,1422,WAYNE,36117,-77.095702,43.046025
371,NICKEL CITY PHARMACY,1791 SOUTH PARK AVENUE,BUFFALO,NY,14220,1411,ERIE,36029,-78.824218,42.85002
372,TOPS,390 WEST MAIN STREET,BATAVIA,NY,14020,1241,GENESEE,36037,-78.204114,43.006716
373,JR APOTHECARY LLC,1205 MAYBERRY PL,MACEDON,NY,14502,8774,WAYNE,36117,-77.319949,43.123597
374,TOPS,2101 ELMWOOD AVENUE,BUFFALO,NY,14207,1908,ERIE,36029,-78.876001,42.955158000000004
375,TOPS,700 THRUWAY PLAZA DRIVE,CHEEKTOWAGA,NY,14225,4946,ERIE,36029,-78.782246,42.904353
376,RITE AID - 1537,130 WASHBURN STREET,LOCKPORT,NY,14094,3815,NIAGARA,36063,-78.686724,43.17094
377,RITE AID - 1185,4407 MILITARY ROAD,NIAGARA FALLS,NY,14305,1333,NIAGARA,36063,-79.002026,43.126384
378,WALGREENS - 4968,5 NORTH TRANSIT STREET,LOCKPORT,NY,14094,3601,NIAGARA,36063,-78.697778,43.168168
379,CVS - 552,795 CENTER STREET,LEWISTON,NY,14092,1705,NIAGARA,36063,-79.036291,43.171315
380,RITE AID - 3600,7804-12 BUFFALO AVENUE,NIAGARA FALLS,NY,14304,4222,NIAGARA,36063,-78.974213,43.074591999999996
381,RITE AID - 3496,6616 LINCOLN AVENUE,LOCKPORT,NY,14094,6109,NIAGARA,36063,-78.664861,43.15265
382,RITE AID - 758,8015 NIAGARA FALLS BOULEVARD,NIAGARA FALLS,NY,14304,1709,NIAGARA,36063,-78.97197800000001,43.088714
383,RITE AID - 650,419 DIVISION STREET,NORTH TONAWANDA,NY,14120,4636,NIAGARA,36063,-78.861205,43.034801
384,SAM'S CLUB - 6406,5535 PORTER ROAD,NIAGARA FALLS,NY,14304,1521,NIAGARA,36063,-79.00013,43.105496
385,PARK RIDGE APOTHECARY,1561 LONG POND ROAD,ROCHESTER,NY,14626,4136,MONROE,36055,-77.704662,43.191055
386,MIDDLEPORT FAMILY HEALTH CENTER,81 TELEGRAPH ROAD,MIDDLEPORT,NY,14105,9638,NIAGARA,36063,-78.48375300000001,43.204731
387,KMART,2590 MILITARY ROAD,NIAGARA FALLS,NY,14304,1506,NIAGARA,36063,-78.98589799999999,43.106771
388,WALGREENS - 9937,10 PROSPECT STREET,JAMESTOWN,NY,14701,6609,CHAUTAUQUA,36013,-79.237714,42.091186
389,MACLEODS PHARMACY,8672 BUFFALO AVENUE,NIAGARA FALLS,NY,14304,4365,NIAGARA,36063,-78.96345,43.077388
390,AMERICAN HOMEPATIENT,1851 EMPIRE BOULEVARD,WEBSTER,NY,14580,2109,MONROE,36055,-77.505013,43.189173
391,RITE AID - 629,1000 NORTH CLINTON AVENUE,ROCHESTER,NY,14621,4526,MONROE,36055,-77.613022,43.177102000000005
392,WAL-MART SUPERCENTER - 1949,10401 BENNETT ROAD,FREDONIA,NY,14063,1402,CHAUTAUQUA,36013,-79.313259,42.453712
393,RITE AID - 189,23 SLAYTON AVENUE,SPENCERPORT,NY,14559,1427,MONROE,36055,-77.798486,43.190488
394,RITE AID - 617,1433 CULVER ROAD,ROCHESTER,NY,14609,4235,MONROE,36055,-77.560638,43.171921999999995
395,TOPS - 264,3955 VINEYARD DRIVE,DUNKIRK,NY,14048,3570,CHAUTAUQUA,36013,-79.317812,42.457143
396,WAL-MART SUPERCENTER - 1993,6265 BROCKPORT SPENCERPORT ROAD,BROCKPORT,NY,14420,2605,MONROE,36055,-77.927758,43.196975
397,RITE AID - 10845,6720 PITTSFORD PALMYRA ROAD,FAIRPORT,NY,14450,3344,MONROE,36055,-77.440339,43.070862
398,CVS - 598,1717 SHERIDAN DRIVE,TONAWANDA,NY,14223,1209,ERIE,36029,-78.871225,42.980221
399,TOPS,6720 PITTSFORD PALMYRA ROAD,FAIRPORT,NY,14450,3344,MONROE,36055,-77.438662,43.070997999999996
400,FORSTER'S PHARMACY INCORPORATED,3713 SOUTH PARK AVENUE,BLASDELL,NY,14219,1129,ERIE,36029,-78.824232,42.797655
401,RITE AID - 1619,135 WEST MAIN STREET,HONEOYE FALLS,NY,14472,1103,MONROE,36055,-77.60190899999999,42.949811
402,WALGREENS - 10383,815 HARLEM ROAD,WEST SENECA,NY,14224,1082,ERIE,36029,-78.78648199999999,42.86504
403,CVS - 545,2200 PENFIELD ROAD,PENFIELD,NY,14526,1711,MONROE,36055,-77.439842,43.132637
404,CLINTON PHARMACY INCORPORATED,2032 CLINTON STREET,BUFFALO,NY,14206,3312,ERIE,36029,-78.801214,42.872115
405,SAM'S CLUB - 8179,1600 MARKETPLACE DRIVE,ROCHESTER,NY,14623,6003,MONROE,36055,-77.62596500000001,43.077968
406,SNYDER HEALTH MART PHARMACY,4536 MAIN STREET,SNYDER,NY,14226,3828,ERIE,36029,-78.782527,42.963283000000004
407,WEGMANS,851 FAIRPORT ROAD,EAST ROCHESTER,NY,14445,1909,MONROE,36055,-77.483417,43.101926
408,LIFETIME HEALTH MEDICAL GROUP - PERINTON HEALTH CENTER,77 SULLYS TRAIL,PITTSFORD,NY,14534,3754,MONROE,36055,-77.468006,43.060973
409,RIDGEWOOD HEALTH MART PHARMACY,1385 ABBOTT ROAD,LACKAWANNA,NY,14218,2001,ERIE,36029,-78.80425799999999,42.827020000000005
410,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,4629,MONROE,36055,-77.618077,43.113425
411,TARGET,500 MEDLEY CENTRE PARKWAY,IRONDEQUOIT,NY,14622,2447,MONROE,36055,-77.574425,43.197505
412,R DRUGS ETC,222 ALEXANDER STREET,ROCHESTER,NY,14607,4046,MONROE,36055,-77.595715,43.150162
413,WEGMANS,370 ORCHARD PARK ROAD,WEST SENECA,NY,14224,2635,ERIE,36029,-78.78416899999999,42.834846
414,TOPS,1100 JEFFERSON ROAD,ROCHESTER,NY,14623,3135,MONROE,36055,-77.60550500000001,43.089262
